route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
003A0,01001,00302_01001_2936,四条河原町・百万遍・北白川仕伏町,,1,00302_01001_2936,S_00302030,1,0
00302,01001,00302_01001_2954,四条河原町・百万遍・上終町,,1,00302_01001_3142,S_00302010,1,0
00302,01001,00302_01001_2956,四条河原町・百万遍・上終町,,1,00302_01001_2956,S_00302030,1,0
00302,01001,00302_01001_2957,四条河原町・百万遍・上終町,,1,003A0_01001_3117,S_00302010,1,0
003A0,01001,00302_01001_2959,四条河原町・百万遍・北白川仕伏町,,1,00302_01001_2959,S_00302030,1,0
00302,01001,00302_01001_2960,四条河原町・百万遍・上終町,,1,00302_01001_2960,S_00302010,1,0
00302,01001,00302_01001_2962,四条河原町・百万遍・上終町,,1,00302_01001_2962,S_00302030,1,0
00302,01001,00302_01001_2963,四条河原町・百万遍・上終町,,1,00302_01001_2995,S_00301001,1,0
00302,01001,00302_01001_2977,四条河原町・百万遍・上終町,,1,003A0_01001_2780,S_00302010,1,0
00302,01001,00302_01001_2979,四条河原町・百万遍・上終町,,1,00302_01001_2979,S_00302030,1,0
00302,01001,00302_01001_2984,四条河原町・百万遍・上終町,,1,00302_01001_2920,S_00301001,1,0
00302,01001,00302_01001_2993,四条河原町・百万遍・上終町,,1,003B0_01001_2992,S_00302010,1,0
00302,01001,00302_01001_2995,四条河原町・百万遍・上終町,,1,00302_01001_2995,S_00302030,1,0
00302,01001,00302_01001_2996,四条河原町・百万遍・上終町,,1,003A0_01001_3096,S_00302010,1,0
003A0,01001,00302_01001_2998,四条河原町・百万遍・北白川仕伏町,,1,00302_01001_2998,S_00302030,1,0
00302,01001,00302_01001_3012,四条河原町・百万遍・上終町,,1,00302_01001_3012,S_00302010,1,0
00302,01001,00302_01001_3014,四条河原町・百万遍・上終町,,1,00302_01001_3014,S_00302030,1,0
00302,01001,00302_01001_3019,四条河原町・百万遍・上終町,,1,00302_01001_3133,S_00302010,1,0
